r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV, core)/A (crust)   Z_eq   M_p* (MeV, core)/Z (crust)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
12.5272875   1.57274195e+26   1.40002557   509729935   -0.670757808   1.49266994   3.07052459e-07   64   64   28   28   1.34335451e-07   0   0
12.5276   1.54477334e+26   1.40002557   502836399   -0.67076193   1.4926516   3.02901338e-07   64   64   28   28   1.32519335e-07   0   0
12.5279125   1.5171855e+26   1.40002557   496008637   -0.670766052   1.49263326   2.98789798e-07   64   64   28   28   1.30720537e-07   0   0
12.528225   1.48997476e+26   1.40002557   489246250   -0.670770173   1.49261491   2.947176e-07   64   64   28   28   1.2893895e-07   0   0
12.5285375   1.46313746e+26   1.40002557   482548868   -0.670774294   1.49259657   2.90684522e-07   64   64   28   28   1.27174478e-07   0   0
12.52885   1.43666999e+26   1.40002557   475916112   -0.670778415   1.49257824   2.86690337e-07   64   64   28   28   1.25427022e-07   0   0
12.5291625   1.41056874e+26   1.40002557   469347585   -0.670782535   1.4925599   2.82734804e-07   64   64   28   28   1.23696477e-07   0   0
12.529475   1.38483012e+26   1.40002557   462842904   -0.670786656   1.49254156   2.78817695e-07   64   64   28   28   1.21982742e-07   0   0
12.5297875   1.35945057e+26   1.40002557   456401709   -0.670790776   1.49252323   2.74938793e-07   64   64   28   28   1.20285722e-07   0   0
12.5301   1.33442655e+26   1.40002557   450023603   -0.670794896   1.4925049   2.71097859e-07   64   64   28   28   1.18605313e-07   0   0
12.5304125   1.30975455e+26   1.40002557   443708201   -0.670799015   1.49248656   2.67294663e-07   64   64   28   28   1.16941415e-07   0   0
12.530725   1.28543106e+26   1.40002557   437455149   -0.670803135   1.49246823   2.6352899e-07   64   64   28   28   1.15293933e-07   0   0
12.5310375   1.26145262e+26   1.40002557   431264054   -0.670807254   1.4924499   2.59800606e-07   64   64   28   28   1.13662765e-07   0   0
12.53135   1.23781577e+26   1.40002557   425134533   -0.670811373   1.49243158   2.5610928e-07   64   64   28   28   1.1204781e-07   0   0
12.5316625   1.21451707e+26   1.40002557   419066235   -0.670815492   1.49241325   2.52454801e-07   64   64   28   28   1.10448975e-07   0   0
12.531975   1.19155311e+26   1.40002557   413058768   -0.67081961   1.49239493   2.48836933e-07   64   64   28   28   1.08866158e-07   0   0
12.5322875   1.16892051e+26   1.40002557   407111759   -0.670823728   1.4923766   2.45255452e-07   64   64   28   28   1.0729926e-07   0   0
12.5326   1.1466159e+26   1.40002557   401224853   -0.670827846   1.49235828   2.41710146e-07   64   64   28   28   1.05748189e-07   0   0
12.5329125   1.12463592e+26   1.40002557   395397659   -0.670831964   1.49233996   2.38200778e-07   64   64   28   28   1.0421284e-07   0   0
12.533225   1.10297725e+26   1.40002557   389629820   -0.670836082   1.49232164   2.34727135e-07   64   64   28   28   1.02693122e-07   0   0
12.5335375   1.08163659e+26   1.40002557   383920971   -0.670840199   1.49230332   2.31288996e-07   64   64   28   28   1.01188936e-07   0   0
12.53385   1.06061066e+26   1.40002557   378270725   -0.670844316   1.492285   2.2788613e-07   64   64   28   28   9.9700182e-08   0   0
12.5341625   1.03989618e+26   1.40002557   372678742   -0.670848433   1.49226669   2.24518332e-07   64   64   28   28   9.82267703e-08   0   0
12.534475   1.01948991e+26   1.40002557   367144636   -0.67085255   1.49224837   2.2118537e-07   64   64   28   28   9.67685993e-08   0   0
12.5347875   9.99388636e+25   1.40002557   361668051   -0.670856666   1.49223006   2.17887029e-07   64   64   28   28   9.53255752e-08   0   0
12.5351   9.79589153e+25   1.40002557   356248628   -0.670860782   1.49221175   2.14623095e-07   64   64   28   28   9.38976043e-08   0   0
12.5354125   9.60088279e+25   1.40002557   350885988   -0.670864898   1.49219344   2.1139334e-07   64   64   28   28   9.24845862e-08   0   0
12.535725   9.40882854e+25   1.40002557   345579795   -0.670869014   1.49217513   2.0819756e-07   64   64   28   28   9.10864327e-08   0   0
12.5360375   9.21969739e+25   1.40002557   340329662   -0.67087313   1.49215683   2.05035525e-07   64   64   28   28   8.97030423e-08   0   0
12.53635   9.03345813e+25   1.40002557   335135253   -0.670877245   1.49213852   2.01907031e-07   64   64   28   28   8.83343263e-08   0   0
12.5366625   8.85007979e+25   1.40002557   329996193   -0.67088136   1.49212021   1.98811855e-07   64   64   28   28   8.69801864e-08   0   0
12.536975   8.66953156e+25   1.40002557   324912134   -0.670885475   1.49210191   1.95749785e-07   64   64   28   28   8.56405308e-08   0   0
12.5372875   8.49178287e+25   1.40002557   319882719   -0.670889589   1.49208361   1.92720607e-07   64   64   28   28   8.43152656e-08   0   0
12.5376   8.31680332e+25   1.40002557   314907585   -0.670893704   1.49206531   1.89724105e-07   64   64   28   28   8.30042959e-08   0   0
12.5379125   8.14456275e+25   1.40002557   309986392   -0.670897818   1.49204701   1.86760072e-07   64   64   28   28   8.17075315e-08   0   0
12.5380688   8.0594575e+25   1.40002557   307545830   -0.670899875   1.49203786   1.85290116e-07   64   64   28   28   8.10644256e-08   0   0
12.538225   7.9750258e+25   1.40002557   305118616   -0.670901932   1.49202871   1.83828194e-07   64   64   28   28   8.0424835e-08   0   0
12.5383813   7.89126393e+25   1.40002557   302704713   -0.670903988   1.49201956   1.82374285e-07   64   64   28   28   7.97887498e-08   0   0
12.5385375   7.80816818e+25   1.40002557   300304079   -0.670906045   1.49201042   1.80928364e-07   64   64   28   28   7.91561594e-08   0   0
12.5386938   7.72573486e+25   1.40002557   297916659   -0.670908102   1.49200127   1.79490398e-07   64   64   28   28   7.85270489e-08   0   0
12.53885   7.64396029e+25   1.40002557   295542412   -0.670910159   1.49199212   1.78060361e-07   64   64   28   28   7.79014077e-08   0   0
12.5390062   7.56284081e+25   1.40002557   293181300   -0.670912215   1.49198297   1.76638231e-07   64   64   28   28   7.72792259e-08   0   0
12.5391625   7.48237276e+25   1.40002557   290833283   -0.670914272   1.49197383   1.75223983e-07   64   64   28   28   7.66604927e-08   0   0
12.5393187   7.4025525e+25   1.40002557   288498305   -0.670916328   1.49196468   1.73817585e-07   64   64   28   28   7.60451936e-08   0   0
12.539475   7.3233764e+25   1.40002557   286176325   -0.670918385   1.49195554   1.72419012e-07   64   64   28   28   7.54333179e-08   0   0
12.5396313   7.24484084e+25   1.40002557   283867306   -0.670920441   1.49194639   1.71028241e-07   64   64   28   28   7.48248556e-08   0   0
12.5397875   7.16694222e+25   1.40002557   281571207   -0.670922497   1.49193724   1.69645248e-07   64   64   28   28   7.42197961e-08   0   0
12.5399438   7.08967694e+25   1.40002557   279287976   -0.670924554   1.4919281   1.68270001e-07   64   64   28   28   7.36181255e-08   0   0
12.5401   7.01304142e+25   1.40002557   277017568   -0.67092661   1.49191896   1.66902474e-07   64   64   28   28   7.30198325e-08   0   0
12.5402563   6.9370321e+25   1.40002557   274759947   -0.670928666   1.49190981   1.65542644e-07   62   62   28   28   7.47611943e-08   0   0
12.5404125   6.86164542e+25   1.40002557   272515073   -0.670930722   1.49190067   1.64190488e-07   62   62   28   28   7.41505431e-08   0   0
12.5405688   6.78687783e+25   1.40002557   270282897   -0.670932778   1.49189152   1.62845976e-07   62   62   28   28   7.35433442e-08   0   0
12.540725   6.71272581e+25   1.40002557   268063371   -0.670934834   1.49188238   1.61509081e-07   62   62   28   28   7.29395848e-08   0   0
12.5408812   6.63918583e+25   1.40002557   265856458   -0.67093689   1.49187324   1.60179777e-07   62   62   28   28   7.23392542e-08   0   0
12.5410375   6.56625439e+25   1.40002557   263662118   -0.670938946   1.49186409   1.58858043e-07   62   62   28   28   7.1742342e-08   0   0
12.5411937   6.49392799e+25   1.40002557   261480309   -0.670941002   1.49185495   1.57543852e-07   62   62   28   28   7.11488366e-08   0   0
12.54135   6.42220315e+25   1.40002557   259310980   -0.670943058   1.49184581   1.56237175e-07   62   62   28   28   7.05587242e-08   0   0
12.5415063   6.35107639e+25   1.40002557   257154089   -0.670945113   1.49183667   1.54937986e-07   62   62   28   28   6.99719938e-08   0   0
12.5416625   6.28054426e+25   1.40002557   255009599   -0.670947169   1.49182753   1.53646263e-07   62   62   28   28   6.93886347e-08   0   0
12.5418188   6.21060331e+25   1.40002557   252877469   -0.670949224   1.49181839   1.5236198e-07   62   62   28   28   6.88086362e-08   0   0
12.541975   6.14125011e+25   1.40002557   250757655   -0.67095128   1.49180925   1.51085112e-07   62   62   28   28   6.82319859e-08   0   0
12.5421313   6.07248124e+25   1.40002557   248650107   -0.670953335   1.49180011   1.49815628e-07   62   62   28   28   6.76586709e-08   0   0
12.5422875   6.00429327e+25   1.40002557   246554787   -0.670955391   1.49179097   1.48553507e-07   62   62   28   28   6.70886804e-08   0   0
12.5424438   5.93668282e+25   1.40002557   244471656   -0.670957446   1.49178183   1.47298723e-07   62   62   28   28   6.65220038e-08   0   0
12.5426   5.8696465e+25   1.40002557   242400673   -0.670959501   1.49177269   1.46051253e-07   62   62   28   28   6.59586303e-08   0   0
12.5427563   5.80318093e+25   1.40002557   240341793   -0.670961557   1.49176355   1.44811069e-07   62   62   28   28   6.53985472e-08   0   0
12.5429125   5.73728275e+25   1.40002557   238294970   -0.670963612   1.49175441   1.43578144e-07   62   62   28   28   6.48417423e-08   0   0
12.5430687   5.6719486e+25   1.40002557   236260163   -0.670965667   1.49174527   1.42352454e-07   62   62   28   28   6.42882048e-08   0   0
12.543225   5.60717516e+25   1.40002557   234237335   -0.670967722   1.49173613   1.41133974e-07   62   62   28   28   6.37379239e-08   0   0
12.5433812   5.54295908e+25   1.40002557   232226444   -0.670969777   1.491727   1.39922682e-07   62   62   28   28   6.31908889e-08   0   0
12.5435375   5.47929706e+25   1.40002557   230227447   -0.670971832   1.49171786   1.38718551e-07   62   62   28   28   6.26470876e-08   0   0
12.5436938   5.41618579e+25   1.40002557   228240297   -0.670973887   1.49170872   1.37521553e-07   62   62   28   28   6.21065077e-08   0   0
12.54385   5.35362199e+25   1.40002557   226264955   -0.670975942   1.49169959   1.36331663e-07   62   62   28   28   6.15691382e-08   0   0
12.5440063   5.29160236e+25   1.40002557   224301382   -0.670977996   1.49169045   1.35148859e-07   62   62   28   28   6.10349685e-08   0   0
12.5441625   5.23012364e+25   1.40002557   222349536   -0.670980051   1.49168131   1.33973116e-07   62   62   28   28   6.05039877e-08   0   0
12.5443188   5.16918258e+25   1.40002557   220409378   -0.670982106   1.49167218   1.32804409e-07   62   62   28   28   5.99761847e-08   0   0
12.544475   5.10877593e+25   1.40002557   218480861   -0.67098416   1.49166304   1.31642711e-07   62   62   28   28   5.94515468e-08   0   0
12.5446313   5.04890045e+25   1.40002557   216563943   -0.670986215   1.49165391   1.30487996e-07   62   62   28   28   5.89300629e-08   0   0
12.5447875   4.98955293e+25   1.40002557   214658585   -0.670988269   1.49164477   1.29340242e-07   62   62   28   28   5.84117222e-08   0   0
12.5449437   4.93073016e+25   1.40002557   212764747   -0.670990324   1.49163564   1.28199423e-07   62   62   28   28   5.78965138e-08   0   0
12.5451   4.87242893e+25   1.40002557   210882389   -0.670992378   1.49162651   1.27065517e-07   62   62   28   28   5.73844269e-08   0   0
12.5452562   4.81464606e+25   1.40002557   209011470   -0.670994433   1.49161737   1.25938497e-07   62   62   28   28   5.68754504e-08   0   0
12.5454125   4.75737838e+25   1.40002557   207151944   -0.670996487   1.49160824   1.24818338e-07   62   62   28   28   5.63695718e-08   0   0
12.5455688   4.70062272e+25   1.40002557   205303772   -0.670998541   1.49159911   1.23705014e-07   62   62   28   28   5.58667804e-08   0   0
12.545725   4.64437593e+25   1.40002557   203466913   -0.671000595   1.49158998   1.22598501e-07   62   62   28   28   5.53670651e-08   0   0
12.5458813   4.58863487e+25   1.40002558   201641327   -0.671002649   1.49158084   1.21498777e-07   62   62   28   28   5.48704152e-08   0   0
12.5460375   4.53339642e+25   1.40002558   199826975   -0.671004703   1.49157171   1.20405816e-07   62   62   28   28   5.437682e-08   0   0
12.5461938   4.47865744e+25   1.40002558   198023817   -0.671006757   1.49156258   1.19319594e-07   62   62   28   28   5.38862684e-08   0   0
12.54635   4.42441485e+25   1.40002558   196231809   -0.671008811   1.49155345   1.18240087e-07   62   62   28   28   5.33987488e-08   0   0
12.5465063   4.37066554e+25   1.40002558   194450910   -0.671010865   1.49154432   1.17167267e-07   62   62   28   28   5.29142498e-08   0   0
12.5466625   4.31740643e+25   1.40002558   192681079   -0.671012919   1.49153519   1.16101113e-07   62   62   28   28   5.24327606e-08   0   0
12.5468187   4.26463445e+25   1.40002558   190922277   -0.671014972   1.49152606   1.15041599e-07   62   62   28   28   5.19542705e-08   0   0
12.546975   4.21234654e+25   1.40002558   189174465   -0.671017026   1.49151693   1.13988702e-07   62   62   28   28   5.14787685e-08   0   0
12.5471312   4.16053966e+25   1.40002558   187437602   -0.67101908   1.4915078   1.12942397e-07   62   62   28   28   5.1006244e-08   0   0
12.5472875   4.10921076e+25   1.40002558   185711649   -0.671021133   1.49149867   1.11902662e-07   62   62   28   28   5.05366861e-08   0   0
12.5474438   4.05835681e+25   1.40002558   183996565   -0.671023187   1.49148954   1.10869471e-07   62   62   28   28   5.00700836e-08   0   0
12.5476   4.00797481e+25   1.40002558   182292306   -0.67102524   1.49148041   1.09842798e-07   62   62   28   28   4.96064251e-08   0   0
12.5477563   3.95806176e+25   1.40002558   180598835   -0.671027294   1.49147129   1.08822621e-07   62   62   28   28   4.91456998e-08   0   0
12.5479125   3.90861465e+25   1.40002558   178916111   -0.671029347   1.49146216   1.07808915e-07   62   62   28   28   4.86878971e-08   0   0
12.5480688   3.85963051e+25   1.40002558   177244095   -0.6710314   1.49145303   1.06801656e-07   62   62   28   28   4.82330061e-08   0   0
12.548225   3.81110637e+25   1.40002558   175582747   -0.671033453   1.4914439   1.05800822e-07   62   62   28   28   4.77810162e-08   0   0
12.5483813   3.76303928e+25   1.40002558   173932028   -0.671035507   1.49143478   1.04806387e-07   62   62   28   28   4.73319166e-08   0   0
12.5485375   3.71542627e+25   1.40002558   172291899   -0.67103756   1.49142565   1.03818328e-07   62   62   28   28   4.68856967e-08   0   0
12.5486937   3.66826443e+25   1.40002558   170662319   -0.671039613   1.49141652   1.02836622e-07   62   62   28   28   4.64423455e-08   0   0
12.54885   3.62155082e+25   1.40002558   169043247   -0.671041666   1.4914074   1.01861244e-07   62   62   28   28   4.60018519e-08   0   0
12.5490062   3.57528254e+25   1.40002558   167434644   -0.671043719   1.49139827   1.00892169e-07   62   62   28   28   4.55642052e-08   0   0
12.5491625   3.52945667e+25   1.40002558   165836471   -0.671045772   1.49138915   9.99293738e-08   62   62   28   28   4.51293946e-08   0   0
12.5493188   3.48407033e+25   1.40002558   164248688   -0.671047824   1.49138002   9.89728355e-08   62   62   28   28   4.46974096e-08   0   0
12.549475   3.43912064e+25   1.40002558   162671256   -0.671049877   1.4913709   9.80225303e-08   62   62   28   28   4.42682395e-08   0   0
12.5496313   3.39460473e+25   1.40002558   161104136   -0.67105193   1.49136178   9.70784346e-08   62   62   28   28   4.38418737e-08   0   0
12.5497875   3.35051974e+25   1.40002558   159547290   -0.671053983   1.49135265   9.61405249e-08   62   62   28   28   4.34183016e-08   0   0
12.5499438   3.30686283e+25   1.40002558   158000677   -0.671056035   1.49134353   9.52087777e-08   62   62   28   28   4.29975125e-08   0   0
12.5501   3.26363116e+25   1.40002558   156464259   -0.671058088   1.49133441   9.42831696e-08   62   62   28   28   4.25794959e-08   0   0
12.5502563   3.2208219e+25   1.40002558   154937997   -0.67106014   1.49132528   9.33636771e-08   62   62   28   28   4.21642413e-08   0   0
12.5504125   3.17843225e+25   1.40002558   153421852   -0.671062193   1.49131616   9.24502766e-08   62   62   28   28   4.17517378e-08   0   0
12.5505688   3.13645939e+25   1.40002558   151915785   -0.671064245   1.49130704   9.15429442e-08   62   62   28   28   4.13419748e-08   0   0
12.550725   3.09490054e+25   1.40002558   150419755   -0.671066297   1.49129792   9.06416567e-08   62   62   28   28   4.09349417e-08   0   0
12.5508812   3.05375292e+25   1.40002558   148933725   -0.671068349   1.4912888   8.97463908e-08   62   62   28   28   4.05306281e-08   0   0
12.5510375   3.01301375e+25   1.40002558   147457656   -0.671070402   1.49127968   8.88571232e-08   62   62   28   28   4.01290234e-08   0   0
12.5511937   2.97268028e+25   1.40002558   145991510   -0.671072454   1.49127056   8.79738308e-08   62   62   28   28   3.97301172e-08   0   0
12.55135   2.93274976e+25   1.40002558   144535248   -0.671074506   1.49126144   8.70964905e-08   62   62   28   28   3.93338989e-08   0   0
12.5515063   2.89321946e+25   1.40002558   143088831   -0.671076558   1.49125232   8.62250789e-08   62   62   28   28   3.89403582e-08   0   0
12.5516625   2.85408664e+25   1.40002558   141652221   -0.67107861   1.4912432   8.53595732e-08   62   62   28   28   3.85494847e-08   0   0
12.5518188   2.81534859e+25   1.40002558   140225380   -0.671080662   1.49123408   8.44999501e-08   62   62   28   28   3.81612678e-08   0   0
12.551975   2.7770026e+25   1.40002558   138808270   -0.671082714   1.49122496   8.36461867e-08   62   62   28   28   3.77756972e-08   0   0
12.5521313   2.73904599e+25   1.40002558   137400851   -0.671084765   1.49121584   8.27982599e-08   62   62   28   28   3.73927625e-08   0   0
12.5522875   2.70147606e+25   1.40002558   136003087   -0.671086817   1.49120672   8.19561468e-08   62   62   28   28   3.70124534e-08   0   0
12.5524438   2.66429015e+25   1.40002558   134614939   -0.671088869   1.4911976   8.11198244e-08   62   62   28   28   3.66347594e-08   0   0
12.5526   2.6274856e+25   1.40002558   133236368   -0.67109092   1.49118849   8.02892699e-08   62   62   28   28   3.62596703e-08   0   0
12.5527562   2.59105975e+25   1.40002558   131867337   -0.671092972   1.49117937   7.94644603e-08   62   62   28   28   3.58871756e-08   0   0
12.5529125   2.55500996e+25   1.40002558   130507809   -0.671095023   1.49117025   7.8645373e-08   62   62   28   28   3.55172652e-08   0   0
12.5530687   2.5193336e+25   1.40002558   129157744   -0.671097075   1.49116114   7.78319849e-08   62   62   28   28   3.51499287e-08   0   0
12.553225   2.48402806e+25   1.40002558   127817105   -0.671099126   1.49115202   7.70242736e-08   62   62   28   28   3.47851558e-08   0   0
12.5533813   2.44909072e+25   1.40002558   126485855   -0.671101178   1.4911429   7.62222161e-08   62   62   28   28   3.44229363e-08   0   0
12.5535375   2.41451899e+25   1.40002558   125163955   -0.671103229   1.49113379   7.54257899e-08   62   62   28   28   3.406326e-08   0   0
12.5536938   2.38031028e+25   1.40002558   123851369   -0.67110528   1.49112467   7.46349724e-08   62   62   28   28   3.37061166e-08   0   0
12.55385   2.34646202e+25   1.40002558   122548059   -0.671107331   1.49111556   7.38497409e-08   62   62   28   28   3.33514959e-08   0   0
12.5540063   2.31297163e+25   1.40002558   121253986   -0.671109382   1.49110644   7.30700729e-08   62   62   28   28   3.29993878e-08   0   0
12.5541625   2.27983656e+25   1.40002558   119969114   -0.671111433   1.49109733   7.2295946e-08   62   62   28   28   3.26497821e-08   0   0
12.5543188   2.24705427e+25   1.40002558   118693406   -0.671113484   1.49108822   7.15273376e-08   62   62   28   28   3.23026686e-08   0   0
12.554475   2.21462223e+25   1.40002558   117426824   -0.671115535   1.4910791   7.07642253e-08   62   62   28   28   3.19580372e-08   0   0
12.5546312   2.1825379e+25   1.40002558   116169331   -0.671117586   1.49106999   7.00065867e-08   62   62   28   28   3.16158779e-08   0   0
12.5547875   2.15079877e+25   1.40002558   114920889   -0.671119637   1.49106088   6.92543996e-08   62   62   28   28   3.12761805e-08   0   0
12.5549437   2.11940235e+25   1.40002558   113681463   -0.671121688   1.49105176   6.85076415e-08   62   62   28   28   3.09389349e-08   0   0
12.5551   2.08834613e+25   1.40002558   112451014   -0.671123738   1.49104265   6.77662903e-08   62   62   28   28   3.06041311e-08   0   0
12.5552563   2.05762764e+25   1.40002558   111229505   -0.671125789   1.49103354   6.70303238e-08   62   62   28   28   3.02717591e-08   0   0
12.5554125   2.02724441e+25   1.40002558   110016901   -0.67112784   1.49102443   6.62997197e-08   62   62   28   28   2.99418089e-08   0   0
12.5555688   1.99719396e+25   1.40002558   108813164   -0.67112989   1.49101532   6.55744558e-08   62   62   28   28   2.96142704e-08   0   0
12.555725   1.96747386e+25   1.40002558   107618257   -0.671131941   1.49100621   6.48545102e-08   62   62   28   28   2.92891336e-08   0   0
12.5558813   1.93808165e+25   1.40002558   106432144   -0.671133991   1.4909971   6.41398607e-08   62   62   28   28   2.89663887e-08   0   0
12.5560375   1.90901492e+25   1.40002558   105254788   -0.671136041   1.49098799   6.34304853e-08   62   62   28   28   2.86460256e-08   0   0
12.5561938   1.88027123e+25   1.40002558   104086153   -0.671138092   1.49097888   6.2726362e-08   62   62   28   28   2.83280345e-08   0   0
12.55635   1.85184818e+25   1.40002558   102926202   -0.671140142   1.49096977   6.20274689e-08   62   62   28   28   2.80124053e-08   0   0
12.5565062   1.82374337e+25   1.40002558   101774898   -0.671142192   1.49096066   6.1333784e-08   62   62   28   28   2.76991283e-08   0   0
12.5566625   1.7959544e+25   1.40002558   100632205   -0.671144242   1.49095155   6.06452854e-08   62   62   28   28   2.73881934e-08   0   0
12.5568187   1.76847891e+25   1.40002558   99498087.4   -0.671146292   1.49094244   5.99619513e-08   62   62   28   28   2.70795909e-08   0   0
12.556975   1.74131451e+25   1.40002558   98372508.2   -0.671148342   1.49093333   5.92837598e-08   62   62   28   28   2.67733109e-08   0   0
12.5571313   1.71445886e+25   1.40002558   97255431.4   -0.671150392   1.49092423   5.86106892e-08   62   62   28   28   2.64693435e-08   0   0
12.5572875   1.68790959e+25   1.40002558   96146820.8   -0.671152442   1.49091512   5.79427177e-08   62   62   28   28   2.6167679e-08   0   0
12.5574438   1.66166438e+25   1.40002558   95046640.3   -0.671154492   1.49090601   5.72798235e-08   62   62   28   28   2.58683074e-08   0   0
12.5576   1.63572089e+25   1.40002558   93954853.7   -0.671156542   1.49089691   5.6621985e-08   62   62   28   28   2.5571219e-08   0   0
12.5577563   1.61007681e+25   1.40002558   92871425.8   -0.671158591   1.4908878   5.59691808e-08   62   62   28   28   2.52764042e-08   0   0
12.5579125   1.58472982e+25   1.40002558   91796320.9   -0.671160641   1.49087869   5.53213896e-08   62   62   28   28   2.49838534e-08   0   0
12.5580688   1.55967763e+25   1.40002558   90729503.2   -0.671162691   1.49086959   5.46785898e-08   62   62   28   28   2.46935567e-08   0   0
12.558225   1.53491794e+25   1.40002558   89670937   -0.67116474   1.49086048   5.40407599e-08   62   62   28   28   2.44055045e-08   0   0
12.5583813   1.51044849e+25   1.40002558   88620586.5   -0.67116679   1.49085138   5.34078784e-08   62   62   28   28   2.4119687e-08   0   0
12.5585375   1.486267e+25   1.40002558   87578416   -0.671168839   1.49084227   5.27799237e-08   62   62   28   28   2.38360946e-08   0   0
12.5586937   1.46237121e+25   1.40002558   86544389.7   -0.671170889   1.49083317   5.21568744e-08   62   62   28   28   2.35547175e-08   0   0
12.55885   1.43875887e+25   1.40002558   85518472   -0.671172938   1.49082406   5.15387091e-08   62   62   28   28   2.3275546e-08   0   0
12.5590062   1.41542775e+25   1.40002558   84500627.2   -0.671174987   1.49081496   5.09254062e-08   62   62   28   28   2.29985705e-08   0   0
12.5591625   1.39237562e+25   1.40002558   83490820.4   -0.671177036   1.49080586   5.03169447e-08   62   62   28   28   2.27237815e-08   0   0
12.5593188   1.36960025e+25   1.40002558   82489017.5   -0.671179085   1.49079675   4.97133042e-08   62   62   28   28   2.24511696e-08   0   0
12.559475   1.34709944e+25   1.40002558   81495183   -0.671181135   1.49078765   4.91144632e-08   62   62   28   28   2.21807253e-08   0   0
12.5596313   1.32487099e+25   1.40002558   80509281.5   -0.671183184   1.49077855   4.85204005e-08   62   62   28   28   2.1912439e-08   0   0
12.5597875   1.30291272e+25   1.40002558   79531277.6   -0.671185233   1.49076945   4.79310949e-08   62   62   28   28   2.16463009e-08   0   0
12.5599438   1.28122243e+25   1.40002558   78561136   -0.671187281   1.49076035   4.73465249e-08   62   62   28   28   2.13823016e-08   0   0
12.5601   1.25979796e+25   1.40002558   77598821.3   -0.67118933   1.49075124   4.67666693e-08   62   62   28   28   2.11204313e-08   0   0
12.5602563   1.23863715e+25   1.40002558   76644299.1   -0.671191379   1.49074214   4.61915075e-08   62   62   28   28   2.08606808e-08   0   0
12.5604125   1.21773785e+25   1.40002558   75697536.2   -0.671193428   1.49073304   4.56210194e-08   62   62   28   28   2.0603041e-08   0   0
12.5605687   1.19709793e+25   1.40002558   74758497.2   -0.671195477   1.49072394   4.50551838e-08   62   62   28   28   2.03475024e-08   0   0
12.560725   1.17671524e+25   1.40002558   73827147   -0.671197525   1.49071484   4.44939795e-08   62   62   28   28   2.00940553e-08   0   0
12.5608812   1.15658767e+25   1.40002558   72903450.4   -0.671199574   1.49070574   4.39373854e-08   62   62   28   28   1.98426902e-08   0   0
12.5610375   1.1367131e+25   1.40002558   71987372.1   -0.671201622   1.49069664   4.33853802e-08   62   62   28   28   1.95933975e-08   0   0
12.5611938   1.11708945e+25   1.40002558   71078879.3   -0.671203671   1.49068755   4.28379441e-08   62   62   28   28   1.93461683e-08   0   0
12.56135   1.0977146e+25   1.40002558   70177938.4   -0.671205719   1.49067845   4.2295057e-08   62   62   28   28   1.91009935e-08   0   0
12.5615063   1.07858649e+25   1.40002558   69284514.2   -0.671207768   1.49066935   4.17566976e-08   62   62   28   28   1.88578634e-08   0   0
12.5616625   1.05970303e+25   1.40002558   68398571.6   -0.671209816   1.49066025   4.12228449e-08   62   62   28   28   1.86167686e-08   0   0
12.5618188   1.04106217e+25   1.40002558   67520075.4   -0.671211864   1.49065115   4.06934776e-08   62   62   28   28   1.83776996e-08   0   0
12.561975   1.02266184e+25   1.40002558   66648993.7   -0.671213912   1.49064206   4.01685766e-08   62   62   28   28   1.81406475e-08   0   0
12.5621313   1.00450002e+25   1.40002558   65785292.8   -0.67121596   1.49063296   3.96481216e-08   62   62   28   28   1.79056033e-08   0   0
12.5622875   9.86574657e+24   1.40002558   64928937.6   -0.671218008   1.49062386   3.91320914e-08   62   62   28   28   1.76725574e-08   0   0
12.5624437   9.68883731e+24   1.40002558   64079892.9   -0.671220056   1.49061477   3.8620465e-08   62   62   28   28   1.74415003e-08   0   0
12.5626   9.51425227e+24   1.40002558   63238125.4   -0.671222104   1.49060567   3.81132221e-08   62   62   28   28   1.72124229e-08   0   0
12.5627562   9.34197139e+24   1.40002558   62403603.6   -0.671224152   1.49059658   3.76103439e-08   62   62   28   28   1.69853166e-08   0   0
12.5629125   9.1719747e+24   1.40002558   61576292.3   -0.6712262   1.49058748   3.71118092e-08   62   62   28   28   1.67601719e-08   0   0
12.5630688   9.00424232e+24   1.40002558   60756156.4   -0.671228248   1.49057839   3.66175969e-08   62   62   28   28   1.65369793e-08   0   0
12.563225   8.83875448e+24   1.40002558   59943162.7   -0.671230296   1.49056929   3.61276871e-08   62   62   28   28   1.63157296e-08   0   0
12.5633813   8.6754915e+24   1.40002558   59137280.2   -0.671232343   1.4905602   3.56420609e-08   62   62   28   28   1.60964146e-08   0   0
12.5635375   8.51443379e+24   1.40002558   58338473.7   -0.671234391   1.4905511   3.51606973e-08   62   62   28   28   1.58790246e-08   0   0
12.5636938   8.35556184e+24   1.40002558   57546707.8   -0.671236438   1.49054201   3.46835749e-08   62   62   28   28   1.566355e-08   0   0
12.56385   8.19885626e+24   1.40002558   56761952   -0.671238486   1.49053292   3.42106754e-08   62   62   28   28   1.54499824e-08   0   0
12.5640063   8.04429774e+24   1.40002558   55984173.1   -0.671240533   1.49052382   3.37419788e-08   62   62   28   28   1.5238313e-08   0   0
12.5641625   7.89186706e+24   1.40002558   55213335.7   -0.671242581   1.49051473   3.32774639e-08   62   62   28   28   1.50285321e-08   0   0
