r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV)   Z_eq   M_p* (MeV)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
10.341   2.90932815e+33   1.32080623   2.5261191e+14   -0.624521741   1.60569275   0.148619582   0   598.910972   0   750.39779   0.0069636431   0.141138138   965.692053
10.346   2.87513357e+33   1.32165912   2.51575241e+14   -0.624614753   1.60585045   0.148017219   0   599.7747   0   751.034974   0.00692910143   0.140585485   965.548998
10.351   2.84110051e+33   1.32250922   2.50534807e+14   -0.624707741   1.60600599   0.147412578   0   600.644294   0   751.67552   0.00689440845   0.140030645   965.406056
10.356   2.80722954e+33   1.32335653   2.49490284e+14   -0.624800705   1.60615935   0.146805469   0   601.52007   0   752.319632   0.00685955064   0.139473438   965.263222
10.361   2.77352122e+33   1.32420101   2.4844136e+14   -0.624893645   1.60631051   0.146195712   0   602.402341   0   752.96751   0.00682451485   0.138913692   965.120493
10.366   2.73997614e+33   1.32504264   2.47387739e+14   -0.624986559   1.60645946   0.145583135   0   603.291408   0   753.619345   0.00678928839   0.138351242   964.977864
10.371   2.70659484e+33   1.32588141   2.46329136e+14   -0.625079448   1.60660619   0.144967572   0   604.187568   0   754.275322   0.00675385891   0.137785931   964.835328
10.376   2.6733779e+33   1.32671728   2.45265279e+14   -0.625172312   1.60675068   0.144348865   0   605.091108   0   754.935619   0.00671821446   0.137217606   964.692881
10.381   2.64032589e+33   1.32755024   2.44195908e+14   -0.62526515   1.60689291   0.143726863   0   606.002311   0   755.600407   0.0066823435   0.136646122   964.550516
10.386   2.60743935e+33   1.32838026   2.43120779e+14   -0.625357962   1.60703288   0.143101424   0   606.921452   0   756.26985   0.00664623482   0.136071342   964.408229
10.391   2.57471885e+33   1.32920733   2.42039657e+14   -0.625450748   1.60717056   0.142472411   0   607.848795   0   756.944104   0.00660987763   0.135493132   964.266011
10.396   2.54216495e+33   1.33003141   2.40952322e+14   -0.625543507   1.60730595   0.141839696   0   608.784603   0   757.62332   0.00657326147   0.134911367   964.123856
10.401   2.50977819e+33   1.33085249   2.39858565e+14   -0.62563624   1.60743902   0.141203157   0   609.729126   0   758.307641   0.00653637625   0.134325928   963.981756
10.406   2.47755911e+33   1.33167053   2.3875819e+14   -0.625728946   1.60756977   0.140562681   0   610.682612   0   758.997204   0.00649921225   0.133736703   963.839703
10.411   2.44550825e+33   1.33248553   2.37651012e+14   -0.625821624   1.60769817   0.139918159   0   611.645298   0   759.692138   0.00646176011   0.133143584   963.69769
10.416   2.41362616e+33   1.33329746   2.36536859e+14   -0.625914274   1.60782422   0.139269492   0   612.617415   0   760.392565   0.00642401082   0.132546471   963.555706
10.421   2.38191334e+33   1.33410629   2.35415572e+14   -0.626006897   1.6079479   0.138616586   0   613.599188   0   761.098602   0.0063859557   0.13194527   963.413743
10.426   2.35037034e+33   1.334912   2.34287001e+14   -0.626099492   1.6080692   0.137959355   0   614.590833   0   761.810356   0.00634758646   0.131339892   963.271789
10.431   2.31899765e+33   1.33571457   2.33151009e+14   -0.626192058   1.6081881   0.137297718   0   615.592561   0   762.527932   0.00630889514   0.130730256   963.129835
10.436   2.2877958e+33   1.33651398   2.32007471e+14   -0.626284595   1.60830459   0.136631604   0   616.604574   0   763.251423   0.00626987413   0.130116285   962.987868
10.441   2.25676526e+33   1.3373102   2.30856273e+14   -0.626377104   1.60841865   0.135960943   0   617.627069   0   763.98092   0.00623051617   0.129497908   962.845876
10.446   2.22590655e+33   1.33810322   2.2969731e+14   -0.626469583   1.60853027   0.135285678   0   618.660233   0   764.716504   0.00619081436   0.128875061   962.703847
10.451   2.19522012e+33   1.338893   2.28530492e+14   -0.626562033   1.60863945   0.134605754   0   619.70425   0   765.458251   0.00615076212   0.128247685   962.561767
10.456   2.16470645e+33   1.33967954   2.27355735e+14   -0.626654453   1.60874615   0.133921124   0   620.759293   0   766.206231   0.00611035325   0.127615727   962.41962
10.461   2.134366e+33   1.34046281   2.2617297e+14   -0.626746842   1.60885038   0.133231747   0   621.825532   0   766.960506   0.0060695819   0.126979138   962.277392
10.466   2.10419922e+33   1.34124278   2.24982136e+14   -0.626839202   1.60895211   0.132537587   0   622.903126   0   767.721132   0.00602844254   0.126337876   962.135067
10.471   2.07420653e+33   1.34201944   2.23783182e+14   -0.62693153   1.60905134   0.131838616   0   623.992232   0   768.488161   0.00598693004   0.125691905   961.992626
10.476   2.04438835e+33   1.34279276   2.22576069e+14   -0.627023828   1.60914806   0.131134811   0   625.092995   0   769.261635   0.00594503958   0.125041193   961.850053
10.481   2.01474503e+33   1.34356273   2.21360762e+14   -0.627116094   1.60924224   0.130426151   0   626.205561   0   770.041595   0.00590276662   0.124385711   961.707327
10.486   1.98527709e+33   1.34432932   2.20138212e+14   -0.627208329   1.60933389   0.129713193   0   627.329136   0   770.827498   0.00586015728   0.123725996   961.564438
10.491   1.95598528e+33   1.34509251   2.18916816e+14   -0.627300532   1.60942297   0.12900082   0   628.455807   0   771.614382   0.0058176417   0.123066837   961.421469
10.496   1.92687046e+33   1.34585225   2.17697434e+14   -0.627392702   1.60950947   0.12828953   0   629.584794   0   772.401698   0.00577525852   0.122408698   961.278465
10.501   1.89793376e+33   1.34660851   2.16478768e+14   -0.627484841   1.60959336   0.127578563   0   630.717387   0   773.190177   0.00573293456   0.1217508   961.135455
10.506   1.86917616e+33   1.34736126   2.1525957e+14   -0.627576946   1.60967461   0.126867187   0   631.854849   0   773.980526   0.00569059919   0.121092393   960.992467
10.511   1.84059861e+33   1.34811046   2.1403864e+14   -0.627669019   1.60975322   0.126154699   0   632.998414   0   774.773425   0.00564818413   0.120432754   960.84953
10.516   1.81220196e+33   1.34885607   2.12814828e+14   -0.627761058   1.60982914   0.125440422   0   634.149288   0   775.569532   0.00560562316   0.119771189   960.706673
10.521   1.78398702e+33   1.34959806   2.11587034e+14   -0.627853063   1.60990237   0.124723712   0   635.308649   0   776.369474   0.00556285187   0.119107026   960.563926
10.526   1.75595449e+33   1.35033641   2.10354204e+14   -0.627945034   1.60997289   0.124003948   0   636.477647   0   777.173855   0.00551980744   0.11843962   960.421319
10.531   1.72810503e+33   1.35107108   2.09115334e+14   -0.628036972   1.61004067   0.123280538   0   637.657409   0   777.983249   0.00547642841   0.11776835   960.278886
10.536   1.70043917e+33   1.35180205   2.07869463e+14   -0.628128874   1.6101057   0.122552916   0   638.849034   0   778.798203   0.00543265446   0.117092614   960.136658
10.541   1.67295739e+33   1.3525293   2.06615677e+14   -0.628220742   1.61016798   0.121820543   0   640.0536   0   779.619236   0.00538842628   0.116411837   959.994673
10.546   1.64566001e+33   1.3532528   2.05353105e+14   -0.628312574   1.61022748   0.121082903   0   641.272162   0   780.446839   0.00534368534   0.115725459   959.852967
10.551   1.61854731e+33   1.35397255   2.04080919e+14   -0.628404371   1.61028419   0.120339506   0   642.505754   0   781.281476   0.0052983738   0.115032945   959.711582
10.556   1.59161942e+33   1.35468851   2.0280069e+14   -0.628496132   1.61033812   0.11959126   0   643.7531   0   782.122019   0.0052525213   0.11433505   959.570575
10.561   1.56487668e+33   1.35540067   2.01522847e+14   -0.628587856   1.61038924   0.118844253   0   645.004186   0   782.961561   0.00520651197   0.113637396   959.430036
10.566   1.53831951e+33   1.35610902   2.0024674e+14   -0.628679544   1.61043755   0.118098109   0   646.259549   0   783.800668   0.00516036027   0.112939736   959.289929
10.571   1.51194846e+33   1.35681351   1.98970139e+14   -0.628771196   1.61048303   0.117351532   0   647.521289   0   784.640965   0.00511402226   0.112240966   959.150205
10.576   1.48576409e+33   1.35751413   1.97690913e+14   -0.62886281   1.61052566   0.116603283   0   648.791448   0   785.484016   0.00506745584   0.111540031   959.010817
10.581   1.45976701e+33   1.35821085   1.96407035e+14   -0.628954387   1.61056543   0.115852183   0   650.072004   0   786.331319   0.0050206215   0.110835924   958.871715
10.586   1.4339579e+33   1.35890364   1.9511658e+14   -0.629045926   1.61060232   0.11509711   0   651.36487   0   787.184319   0.00497348277   0.110127692   958.732851
10.591   1.40833746e+33   1.35959246   1.93817722e+14   -0.629137427   1.6106363   0.114337001   0   652.671892   0   788.0444   0.00492600671   0.109414432   958.594173
10.596   1.38290647e+33   1.36027728   1.92508733e+14   -0.629228889   1.61066737   0.113570851   0   653.994844   0   788.912895   0.00487816445   0.108695297   958.455628
10.601   1.35766577e+33   1.36095808   1.91187986e+14   -0.629320313   1.61069549   0.112797712   0   655.33543   0   789.791085   0.00482993147   0.107969493   958.317157
10.606   1.33261625e+33   1.3616348   1.89853949e+14   -0.629411698   1.61072064   0.112016692   0   656.695282   0   790.6802   0.00478128805   0.107236283   958.178697
10.611   1.30775888e+33   1.36230741   1.8850519e+14   -0.629503043   1.61074281   0.111226959   0   658.075954   0   791.581422   0.00473221958   0.106494985   958.04018
10.616   1.28309471e+33   1.36297588   1.87140372e+14   -0.629594348   1.61076196   0.110427733   0   659.478925   0   792.495884   0.00468271685   0.105744976   957.901531
10.621   1.25862485e+33   1.36364015   1.85760554e+14   -0.629685613   1.61077807   0.109619638   0   660.903291   0   793.423036   0.00463284581   0.104986888   957.762703
10.626   1.23435055e+33   1.36430018   1.84379525e+14   -0.629776838   1.61079111   0.108810724   0   662.335382   0   794.353148   0.00458303876   0.104227936   957.623897
10.631   1.21027309e+33   1.36495593   1.82997444e+14   -0.629868022   1.61080104   0.108001079   0   663.775171   0   795.286036   0.00453328243   0.103468141   957.485164
10.636   1.18639379e+33   1.36560733   1.81611609e+14   -0.629959165   1.61080784   0.107189119   0   665.225536   0   796.223565   0.00448347616   0.102706032   957.346515
10.641   1.16271391e+33   1.36625435   1.80219472e+14   -0.630050267   1.61081147   0.106373351   0   666.689248   0   797.16751   0.00443352556   0.101940216   957.207959
10.646   1.13923474e+33   1.36689694   1.78818634e+14   -0.630141326   1.61081191   0.105552366   0   668.168972   0   798.119561   0.00438334232   0.101169385   957.069507
10.651   1.11595752e+33   1.36753504   1.77406844e+14   -0.630232344   1.61080912   0.104724844   0   669.667266   0   799.081323   0.00433284409   0.100392307   956.931169
10.656   1.09288348e+33   1.36816861   1.75982e+14   -0.630323318   1.61080308   0.103889546   0   671.186576   0   800.054318   0.00428195432   0.0996078313   956.792956
10.661   1.07001382e+33   1.3687976   1.74542139e+14   -0.63041425   1.61079375   0.103045321   0   672.729244   0   801.039981   0.00423060211   0.0988148848   956.65488
10.666   1.04734972e+33   1.36942196   1.73085444e+14   -0.630505139   1.6107811   0.102191098   0   674.297505   0   802.03967   0.0041787221   0.0980124714   956.516954
10.671   1.02489231e+33   1.37004166   1.71610235e+14   -0.630595984   1.61076512   0.101325887   0   675.893486   0   803.054658   0.00412625432   0.0971996708   956.379191
10.676   1.00264269e+33   1.37065663   1.70114968e+14   -0.630686785   1.61074576   0.100448776   0   677.519209   0   804.08614   0.00407314405   0.0963756371   956.241606
10.681   9.80601904e+32   1.37126685   1.68601131e+14   -0.630777541   1.61072301   0.0995606251   0   679.173447   0   805.133222   0.00401944748   0.0955411776   956.104301
10.686   9.58771357e+32   1.37187225   1.67084411e+14   -0.630868253   1.61069682   0.0986705865   0   680.839444   0   806.185102   0.00396574303   0.0947048435   955.967749
10.691   9.371527e+32   1.37247277   1.6556455e+14   -0.630958919   1.61066717   0.0977785188   0   682.517598   0   807.241949   0.00391203323   0.0938664856   955.831884
10.696   9.15747642e+32   1.37306835   1.6403838e+14   -0.63104954   1.610634   0.0968825816   0   684.211527   0   808.305965   0.00385821541   0.0930243662   955.696537
10.701   8.94557876e+32   1.37365893   1.62502961e+14   -0.631140115   1.61059729   0.0959810663   0   685.924669   0   809.37922   0.00380419595   0.0921768704   955.561531
10.706   8.73585087e+32   1.37424444   1.60955572e+14   -0.631230644   1.61055698   0.095072396   0   687.660282   0   810.463643   0.00374989031   0.0913225057   955.426676
10.711   8.52830946e+32   1.37482483   1.59393718e+14   -0.631321126   1.61051305   0.0941551231   0   689.421441   0   811.56103   0.00369522292   0.0904599002   955.291766
10.716   8.32297101e+32   1.37540001   1.57815118e+14   -0.631411561   1.61046545   0.0932279278   0   691.21104   0   812.67304   0.00364012713   0.0895878007   955.156572
10.721   8.11985172e+32   1.37596995   1.56217705e+14   -0.631501948   1.61041414   0.0922896165   0   693.03179   0   813.801195   0.00358454513   0.0887050713   955.020837
10.726   7.91896743e+32   1.37653457   1.54599618e+14   -0.631592287   1.61035908   0.0913391191   0   694.88622   0   814.946886   0.00352842785   0.0878106912   954.884274
10.731   7.7203335e+32   1.3770938   1.52959202e+14   -0.631682578   1.61030025   0.0903754869   0   696.776681   0   816.111371   0.00347173475   0.0869037522   954.746557
10.736   7.52396531e+32   1.37764761   1.51299379e+14   -0.63177282   1.61023759   0.0894004685   0   698.700258   0   817.292622   0.00341459886   0.0859858697   954.607261
10.741   7.32988258e+32   1.37819589   1.49633492e+14   -0.631863013   1.61017107   0.0884219035   0   700.641875   0   818.481158   0.00335752404   0.0850643794   954.466316
10.746   7.13810757e+32   1.37873859   1.47956783e+14   -0.631953157   1.61010063   0.0874369136   0   702.607456   0   819.680599   0.00330030541   0.0841366082   954.324557
10.751   6.9486612e+32   1.37927561   1.46263157e+14   -0.63204325   1.61002622   0.0864418254   0   704.604657   0   820.895592   0.00324268851   0.0831991369   954.182941
10.756   6.76156245e+32   1.37980689   1.44547043e+14   -0.632133292   1.6099478   0.0854332648   0   706.640703   0   822.130462   0.00318443879   0.0822488261   954.042532
10.761   6.57682845e+32   1.38033236   1.42807121e+14   -0.632223284   1.60986532   0.0844103409   0   708.717949   0   823.386519   0.00312547666   0.0812848643   953.904611
10.766   6.39447904e+32   1.38085194   1.41055137e+14   -0.632313224   1.60977875   0.083379927   0   710.822992   0   824.655384   0.00306624215   0.0803136849   953.769615
10.771   6.21453681e+32   1.38136555   1.3928785e+14   -0.632403113   1.60968802   0.0823402539   0   712.959932   0   825.939261   0.00300668372   0.0793335701   953.63605
10.776   6.03702424e+32   1.3818731   1.37500481e+14   -0.632492949   1.60959309   0.0812886628   0   715.134809   0   827.241486   0.00294669804   0.0783419648   953.502145
