r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV)   Z_eq   M_p* (MeV)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
4.776   8.93712009e+34   0.205722103   8.38192646e+14   -0.535289342   1.14575434   0.466832792   0   340.46176   0   517.423176   0.023193464   0.432003813   1126.68329
4.781   8.92854929e+34   0.206326732   8.37888884e+14   -0.535343788   1.14607009   0.466681546   0   340.531606   0   517.499538   0.0231862315   0.431865561   1126.56868
4.786   8.91997418e+34   0.206932408   8.37584784e+14   -0.535398291   1.14638619   0.466530117   0   340.601566   0   517.576014   0.0231789902   0.431727141   1126.45398
4.791   8.91139478e+34   0.20753913   8.37280344e+14   -0.535452849   1.14670266   0.466378504   0   340.67164   0   517.652606   0.0231717401   0.431588552   1126.33917
4.796   8.9028111e+34   0.208146899   8.36975565e+14   -0.535507464   1.14701949   0.466226706   0   340.741828   0   517.729313   0.0231644811   0.431449793   1126.22428
4.801   8.89422316e+34   0.208755715   8.36670445e+14   -0.535562134   1.14733669   0.466074723   0   340.812131   0   517.806136   0.0231572131   0.431310866   1126.10929
4.806   8.88563095e+34   0.209365577   8.36364986e+14   -0.535616861   1.14765424   0.465922556   0   340.882548   0   517.883075   0.0231499363   0.431171769   1125.9942
4.811   8.87703451e+34   0.209976487   8.36059185e+14   -0.535671644   1.14797216   0.465770203   0   340.953081   0   517.960131   0.0231426505   0.431032502   1125.87902
4.816   8.86843385e+34   0.210588445   8.35753043e+14   -0.535726483   1.14829044   0.465617665   0   341.023729   0   518.037303   0.0231353557   0.430893065   1125.76374
4.821   8.85982897e+34   0.21120145   8.35446558e+14   -0.535781378   1.14860909   0.46546494   0   341.094492   0   518.114591   0.023128052   0.430753457   1125.64837
4.826   8.85121989e+34   0.211815502   8.35139732e+14   -0.53583633   1.14892809   0.46531203   0   341.165372   0   518.191997   0.0231207392   0.430613679   1125.53291
4.831   8.84260663e+34   0.212430603   8.34832562e+14   -0.535891337   1.14924746   0.465158933   0   341.236367   0   518.26952   0.0231134175   0.43047373   1125.41735
4.836   8.8339892e+34   0.213046751   8.3452505e+14   -0.5359464   1.14956719   0.46500565   0   341.307479   0   518.34716   0.0231060867   0.43033361   1125.30169
4.841   8.82536761e+34   0.213663948   8.34217193e+14   -0.536001519   1.14988729   0.464852179   0   341.378707   0   518.424918   0.0230987468   0.430193318   1125.18594
4.846   8.81674188e+34   0.214282193   8.33908992e+14   -0.536056695   1.15020774   0.464698521   0   341.450052   0   518.502794   0.0230913979   0.430052855   1125.0701
4.851   8.80811201e+34   0.214901486   8.33600446e+14   -0.536111926   1.15052856   0.464544676   0   341.521514   0   518.580788   0.0230840399   0.42991222   1124.95416
4.856   8.79947804e+34   0.215521828   8.33291555e+14   -0.536167214   1.15084974   0.464390642   0   341.593094   0   518.658901   0.0230766727   0.429771412   1124.83813
4.861   8.79083996e+34   0.216143219   8.32982318e+14   -0.536222557   1.15117128   0.464236421   0   341.664791   0   518.737132   0.0230692964   0.429630432   1124.72201
4.866   8.78219779e+34   0.216765659   8.32672735e+14   -0.536277957   1.15149319   0.46408201   0   341.736607   0   518.815483   0.023061911   0.42948928   1124.60579
4.871   8.77355154e+34   0.217389147   8.32362805e+14   -0.536333413   1.15181546   0.463927411   0   341.80854   0   518.893952   0.0230545164   0.429347954   1124.48948
4.876   8.76490124e+34   0.218013685   8.32052528e+14   -0.536388924   1.15213809   0.463772623   0   341.880592   0   518.972541   0.0230471126   0.429206455   1124.37307
4.881   8.75624689e+34   0.218639272   8.31741903e+14   -0.536444492   1.15246108   0.463617646   0   341.952763   0   519.05125   0.0230396996   0.429064782   1124.25657
4.886   8.74758851e+34   0.219265909   8.3143093e+14   -0.536500115   1.15278443   0.463462479   0   342.025052   0   519.130078   0.0230322773   0.428922936   1124.13998
4.891   8.73892611e+34   0.219893595   8.31119608e+14   -0.536555795   1.15310815   0.463307122   0   342.097461   0   519.209027   0.0230248458   0.428780916   1124.02329
4.896   8.7302597e+34   0.220522331   8.30807937e+14   -0.53661153   1.15343223   0.463151575   0   342.169989   0   519.288097   0.0230174051   0.428638721   1123.90651
4.901   8.72158931e+34   0.221152116   8.30495916e+14   -0.536667322   1.15375668   0.462995837   0   342.242637   0   519.367287   0.023009955   0.428496351   1123.78963
4.906   8.71291493e+34   0.221782952   8.30183546e+14   -0.536723169   1.15408148   0.462839908   0   342.315406   0   519.446598   0.0230024956   0.428353807   1123.67266
4.911   8.70423659e+34   0.222414837   8.29870824e+14   -0.536779073   1.15440665   0.462683789   0   342.388294   0   519.52603   0.0229950269   0.428211088   1123.5556
4.916   8.69555431e+34   0.223047773   8.29557752e+14   -0.536835032   1.15473218   0.462527478   0   342.461303   0   519.605584   0.0229875488   0.428068193   1123.43845
4.921   8.68686809e+34   0.223681758   8.29244327e+14   -0.536891047   1.15505807   0.462370975   0   342.534433   0   519.685259   0.0229800613   0.427925122   1123.3212
4.926   8.67817794e+34   0.224316794   8.28930551e+14   -0.536947118   1.15538433   0.46221428   0   342.607684   0   519.765056   0.0229725645   0.427781876   1123.20386
4.931   8.66948389e+34   0.22495288   8.28616422e+14   -0.537003246   1.15571094   0.462057392   0   342.681057   0   519.844976   0.0229650582   0.427638453   1123.08643
4.936   8.66078595e+34   0.225590017   8.28301941e+14   -0.537059429   1.15603792   0.461900312   0   342.754551   0   519.925018   0.0229575425   0.427494854   1122.9689
4.941   8.65208413e+34   0.226228204   8.27987105e+14   -0.537115668   1.15636527   0.46174304   0   342.828168   0   520.005183   0.0229500174   0.427351078   1122.85128
4.946   8.64337844e+34   0.226867442   8.27671916e+14   -0.537171962   1.15669297   0.461585574   0   342.901906   0   520.085471   0.0229424827   0.427207126   1122.73357
4.951   8.63466891e+34   0.227507731   8.27356372e+14   -0.537228313   1.15702104   0.461427914   0   342.975767   0   520.165882   0.0229349386   0.427062995   1122.61577
4.956   8.62595553e+34   0.22814907   8.27040473e+14   -0.53728472   1.15734947   0.461270061   0   343.049751   0   520.246416   0.0229273849   0.426918688   1122.49787
4.961   8.61723834e+34   0.228791461   8.26724218e+14   -0.537341182   1.15767826   0.461112013   0   343.123858   0   520.327075   0.0229198217   0.426774202   1122.37988
4.966   8.60851733e+34   0.229434902   8.26407608e+14   -0.5373977   1.15800741   0.460953771   0   343.198088   0   520.407857   0.022912249   0.426629539   1122.2618
4.971   8.59979253e+34   0.230079394   8.26090641e+14   -0.537454275   1.15833693   0.460795335   0   343.272442   0   520.488764   0.0229046667   0.426484697   1122.14363
4.976   8.59106395e+34   0.230724938   8.25773317e+14   -0.537510905   1.15866681   0.460636703   0   343.346919   0   520.569795   0.0228970747   0.426339676   1122.02536
4.981   8.5823316e+34   0.231371532   8.25455635e+14   -0.537567591   1.15899705   0.460477876   0   343.421521   0   520.650951   0.0228894732   0.426194476   1121.907
4.986   8.5735955e+34   0.232019178   8.25137596e+14   -0.537624332   1.15932765   0.460318854   0   343.496248   0   520.732232   0.022881862   0.426049098   1121.78855
4.991   8.56485566e+34   0.232667875   8.24819198e+14   -0.53768113   1.15965862   0.460159635   0   343.571099   0   520.813638   0.0228742411   0.42590354   1121.67001
4.996   8.5561121e+34   0.233317624   8.24500441e+14   -0.537737983   1.15998995   0.460000221   0   343.646075   0   520.89517   0.0228666106   0.425757802   1121.55137
5.001   8.54736482e+34   0.233968424   8.24181383e+14   -0.537794892   1.16032164   0.459840639   0   343.721163   0   520.976813   0.0228589719   0.42561191   1121.43265
5.006   8.53861385e+34   0.234620275   8.23862081e+14   -0.537851857   1.16065369   0.459680918   0   343.796349   0   521.058551   0.0228513266   0.42546589   1121.31383
5.011   8.5298592e+34   0.235273178   8.23542534e+14   -0.537908878   1.16098611   0.459521058   0   343.871635   0   521.140385   0.0228436747   0.425319742   1121.19492
5.016   8.52110088e+34   0.235927133   8.23222742e+14   -0.537965954   1.16131888   0.45936106   0   343.947019   0   521.222315   0.0228360162   0.425173465   1121.07591
5.021   8.5123389e+34   0.236582139   8.22902704e+14   -0.538023086   1.16165202   0.459200921   0   344.022502   0   521.304341   0.022828351   0.425027058   1120.95682
5.026   8.50357328e+34   0.237238197   8.2258242e+14   -0.538080274   1.16198552   0.459040642   0   344.098086   0   521.386464   0.0228206792   0.424880522   1120.83763
5.031   8.49480404e+34   0.237895307   8.22261887e+14   -0.538137518   1.16231939   0.458880222   0   344.173769   0   521.468684   0.0228130006   0.424733856   1120.71835
5.036   8.48603119e+34   0.238553468   8.21941106e+14   -0.538194818   1.16265361   0.458719662   0   344.249553   0   521.551002   0.0228053154   0.42458706   1120.59898
5.041   8.47725474e+34   0.239212681   8.21620076e+14   -0.538252173   1.1629882   0.458558959   0   344.325437   0   521.633417   0.0227976234   0.424440132   1120.47952
5.046   8.4684747e+34   0.239872946   8.21298795e+14   -0.538309584   1.16332315   0.458398115   0   344.401423   0   521.71593   0.0227899247   0.424293074   1120.35997
5.051   8.4596911e+34   0.240534263   8.20977264e+14   -0.538367051   1.16365846   0.458237128   0   344.477509   0   521.798542   0.0227822191   0.424145884   1120.24032
5.056   8.45090394e+34   0.241196632   8.20655482e+14   -0.538424573   1.16399414   0.458075999   0   344.553698   0   521.881252   0.0227745068   0.423998562   1120.12059
5.061   8.44211324e+34   0.241860052   8.20333446e+14   -0.538482151   1.16433017   0.457914726   0   344.629988   0   521.96406   0.0227667877   0.423851108   1120.00076
5.066   8.43331901e+34   0.242524525   8.20011158e+14   -0.538539785   1.16466657   0.457753309   0   344.70638   0   522.046969   0.0227590617   0.423703521   1119.88084
5.071   8.42452127e+34   0.243190049   8.19688616e+14   -0.538597474   1.16500333   0.457591748   0   344.782875   0   522.129976   0.0227513289   0.4235558   1119.76083
5.076   8.41572004e+34   0.243856626   8.19365818e+14   -0.538655219   1.16534045   0.457430043   0   344.859473   0   522.213084   0.0227435892   0.423407947   1119.64073
5.081   8.40691532e+34   0.244524254   8.19042766e+14   -0.53871302   1.16567794   0.457268192   0   344.936174   0   522.296291   0.0227358425   0.423259959   1119.52054
5.086   8.39810713e+34   0.245192934   8.18719456e+14   -0.538770876   1.16601578   0.457106196   0   345.012979   0   522.379599   0.022728089   0.423111837   1119.40026
5.091   8.38929549e+34   0.245862666   8.1839589e+14   -0.538828789   1.16635399   0.456944054   0   345.089887   0   522.463008   0.0227203285   0.42296358   1119.27989
5.096   8.3804804e+34   0.24653345   8.18072066e+14   -0.538886756   1.16669256   0.456781766   0   345.1669   0   522.546518   0.022712561   0.422815188   1119.15942
5.101   8.37166189e+34   0.247205286   8.17747982e+14   -0.53894478   1.16703149   0.45661933   0   345.244017   0   522.63013   0.0227047866   0.42266666   1119.03887
5.106   8.36283996e+34   0.247878174   8.17423639e+14   -0.539002858   1.16737079   0.456456748   0   345.321239   0   522.713843   0.0226970051   0.422517996   1118.91823
5.111   8.35401464e+34   0.248552114   8.17099036e+14   -0.539060993   1.16771044   0.456294017   0   345.398566   0   522.797659   0.0226892166   0.422369196   1118.79749
5.116   8.34518593e+34   0.249227105   8.16774171e+14   -0.539119183   1.16805046   0.456131138   0   345.475999   0   522.881576   0.0226814211   0.42222026   1118.67667
5.121   8.33635386e+34   0.249903149   8.16449044e+14   -0.539177429   1.16839084   0.455968111   0   345.553537   0   522.965597   0.0226736184   0.422071186   1118.55575
5.126   8.32751843e+34   0.250580245   8.16123655e+14   -0.53923573   1.16873158   0.455804934   0   345.631182   0   523.049721   0.0226658087   0.421921974   1118.43475
5.131   8.31867965e+34   0.251258392   8.15798001e+14   -0.539294087   1.16907268   0.455641608   0   345.708933   0   523.133948   0.0226579918   0.421772624   1118.31366
5.136   8.30983755e+34   0.251937591   8.15472083e+14   -0.539352499   1.16941414   0.455478131   0   345.786791   0   523.218278   0.0226501678   0.421623136   1118.19247
5.141   8.30099214e+34   0.252617842   8.151459e+14   -0.539410967   1.16975596   0.455314504   0   345.864757   0   523.302713   0.0226423367   0.421473509   1118.0712
5.146   8.29214343e+34   0.253299145   8.1481945e+14   -0.539469491   1.17009815   0.455150726   0   345.942829   0   523.387252   0.0226344983   0.421323743   1117.94983
5.151   8.28329143e+34   0.2539815   8.14492734e+14   -0.53952807   1.1704407   0.454986797   0   346.02101   0   523.471896   0.0226266528   0.421173837   1117.82838
5.156   8.27443617e+34   0.254664906   8.14165749e+14   -0.539586704   1.17078361   0.454822716   0   346.099299   0   523.556645   0.0226188   0.421023791   1117.70684
5.161   8.26557765e+34   0.255349364   8.13838496e+14   -0.539645395   1.17112688   0.454658482   0   346.177696   0   523.6415   0.0226109399   0.420873605   1117.58521
5.166   8.25671588e+34   0.256034874   8.13510973e+14   -0.53970414   1.17147051   0.454494095   0   346.256202   0   523.72646   0.0226030726   0.420723278   1117.46349
5.171   8.2478509e+34   0.256721436   8.1318318e+14   -0.539762941   1.1718145   0.454329555   0   346.334818   0   523.811526   0.022595198   0.420572809   1117.34167
5.176   8.2389827e+34   0.257409049   8.12855116e+14   -0.539821798   1.17215886   0.454164862   0   346.413543   0   523.896699   0.0225873161   0.420422198   1117.21978
5.181   8.2301113e+34   0.258097713   8.1252678e+14   -0.53988071   1.17250357   0.454000014   0   346.492378   0   523.981978   0.0225794268   0.420271446   1117.09779
5.186   8.22123672e+34   0.258787429   8.12198171e+14   -0.539939677   1.17284865   0.453835011   0   346.571323   0   524.067365   0.0225715301   0.420120551   1116.97571
5.191   8.21235897e+34   0.259478196   8.11869288e+14   -0.5399987   1.17319409   0.453669853   0   346.650379   0   524.152859   0.0225636261   0.419969512   1116.85354
5.196   8.20347806e+34   0.260170015   8.11540131e+14   -0.540057778   1.17353989   0.45350454   0   346.729546   0   524.23846   0.0225557147   0.419818331   1116.73129
5.201   8.19459402e+34   0.260862885   8.11210698e+14   -0.540116912   1.17388605   0.45333907   0   346.808824   0   524.32417   0.0225477958   0.419667005   1116.60895
5.206   8.18570685e+34   0.261556806   8.1088099e+14   -0.540176101   1.17423257   0.453173444   0   346.888213   0   524.409988   0.0225398695   0.419515536   1116.48652
5.211   8.17681657e+34   0.262251778   8.10551004e+14   -0.540235346   1.17457945   0.453007661   0   346.967715   0   524.495915   0.0225319357   0.419363921   1116.364
5.216   8.16792319e+34   0.262947801   8.1022074e+14   -0.540294646   1.17492669   0.45284172   0   347.047329   0   524.581952   0.0225239944   0.419212162   1116.24139
5.221   8.15902673e+34   0.263644875   8.09890198e+14   -0.540354001   1.1752743   0.452675621   0   347.127056   0   524.668097   0.0225160455   0.419060257   1116.11869
5.226   8.15012721e+34   0.264343   8.09559376e+14   -0.540413412   1.17562226   0.452509364   0   347.206896   0   524.754353   0.0225080892   0.418908206   1115.99591
5.231   8.14122463e+34   0.265042176   8.09228274e+14   -0.540472878   1.17597059   0.452342947   0   347.286849   0   524.840718   0.0225001252   0.418756008   1115.87303
5.236   8.13231901e+34   0.265742402   8.0889689e+14   -0.5405324   1.17631927   0.452176372   0   347.366917   0   524.927195   0.0224921537   0.418603664   1115.75007
5.241   8.12341037e+34   0.266443679   8.08565224e+14   -0.540591977   1.17666832   0.452009636   0   347.447098   0   525.013782   0.0224841746   0.418451173   1115.62703
5.246   8.11449872e+34   0.267146007   8.08233276e+14   -0.540651609   1.17701773   0.45184274   0   347.527394   0   525.10048   0.0224761878   0.418298534   1115.50389
5.251   8.10558407e+34   0.267849385   8.07901043e+14   -0.540711296   1.1773675   0.451675683   0   347.607804   0   525.18729   0.0224681934   0.418145746   1115.38067
5.256   8.09666644e+34   0.268553814   8.07568526e+14   -0.540771039   1.17771762   0.451508465   0   347.68833   0   525.274212   0.0224601912   0.417992811   1115.25736
5.261   8.08774585e+34   0.269259292   8.07235724e+14   -0.540830837   1.17806811   0.451341085   0   347.768972   0   525.361246   0.0224521814   0.417839726   1115.13396
5.266   8.0788223e+34   0.269965821   8.06902635e+14   -0.540890691   1.17841896   0.451173542   0   347.849729   0   525.448392   0.0224441639   0.417686492   1115.01047
5.271   8.06989582e+34   0.2706734   8.06569259e+14   -0.540950599   1.17877017   0.451005837   0   347.930603   0   525.535652   0.0224361386   0.417533108   1114.8869
5.276   8.06096642e+34   0.271382029   8.06235594e+14   -0.541010563   1.17912174   0.450837968   0   348.011594   0   525.623025   0.0224281055   0.417379574   1114.76324
5.281   8.0520341e+34   0.272091708   8.05901641e+14   -0.541070582   1.17947367   0.450669936   0   348.092701   0   525.710512   0.0224200646   0.417225889   1114.6395
5.286   8.04309889e+34   0.272802436   8.05567398e+14   -0.541130657   1.17982596   0.45050174   0   348.173926   0   525.798113   0.0224120159   0.417072053   1114.51566
5.291   8.03416081e+34   0.273514215   8.05232865e+14   -0.541190787   1.18017861   0.450333378   0   348.255269   0   525.885828   0.0224039593   0.416918065   1114.39174
5.296   8.02521986e+34   0.274227042   8.04898039e+14   -0.541250971   1.18053162   0.450164852   0   348.33673   0   525.973658   0.0223958949   0.416763926   1114.26773
5.301   8.01627606e+34   0.274940919   8.04562922e+14   -0.541311212   1.18088499   0.449996159   0   348.418309   0   526.061603   0.0223878226   0.416609634   1114.14364
5.306   8.00732942e+34   0.275655845   8.04227511e+14   -0.541371507   1.18123872   0.449827301   0   348.500008   0   526.149664   0.0223797424   0.416455189   1114.01946
5.311   7.99837997e+34   0.27637182   8.03891806e+14   -0.541431858   1.18159281   0.449658276   0   348.581826   0   526.237841   0.0223716543   0.416300591   1113.89519
5.316   7.9894277e+34   0.277088844   8.03555807e+14   -0.541492263   1.18194726   0.449489083   0   348.663763   0   526.326134   0.0223635581   0.416145839   1113.77084
5.321   7.98047265e+34   0.277806917   8.03219511e+14   -0.541552724   1.18230207   0.449319723   0   348.74582   0   526.414543   0.022355454   0.415990933   1113.6464
5.326   7.97151482e+34   0.278526039   8.02882919e+14   -0.54161324   1.18265724   0.449150195   0   348.827998   0   526.503069   0.0223473419   0.415835872   1113.52188
5.331   7.96255423e+34   0.279246209   8.02546029e+14   -0.541673811   1.18301277   0.448980498   0   348.910297   0   526.591713   0.0223392218   0.415680657   1113.39727
5.336   7.95359089e+34   0.279967427   8.02208841e+14   -0.541734438   1.18336866   0.448810633   0   348.992716   0   526.680475   0.0223310936   0.415525285   1113.27257
5.341   7.94462482e+34   0.280689694   8.01871353e+14   -0.541795119   1.1837249   0.448640597   0   349.075258   0   526.769354   0.0223229573   0.415369758   1113.14779
5.346   7.93565603e+34   0.281413009   8.01533565e+14   -0.541855856   1.18408151   0.448470391   0   349.157921   0   526.858352   0.022314813   0.415214075   1113.02292
5.351   7.92668454e+34   0.282137371   8.01195477e+14   -0.541916648   1.18443848   0.448300015   0   349.240707   0   526.947469   0.0223066605   0.415058235   1112.89797
5.356   7.91771036e+34   0.282862781   8.00857086e+14   -0.541977494   1.1847958   0.448129468   0   349.323615   0   527.036705   0.0222984998   0.414902237   1112.77293
5.361   7.90873351e+34   0.283589239   8.00518393e+14   -0.542038396   1.18515349   0.447958749   0   349.406646   0   527.12606   0.022290331   0.414746082   1112.6478
5.366   7.899754e+34   0.284316744   8.00179396e+14   -0.542099353   1.18551153   0.447787858   0   349.489801   0   527.215535   0.022282154   0.414589768   1112.52259
5.371   7.89077184e+34   0.285045297   7.99840095e+14   -0.542160365   1.18586993   0.447616794   0   349.57308   0   527.305131   0.0222739688   0.414433297   1112.3973
5.376   7.88178705e+34   0.285774896   7.99500488e+14   -0.542221432   1.18622869   0.447445557   0   349.656482   0   527.394847   0.0222657753   0.414276666   1112.27192
5.381   7.87279965e+34   0.286505542   7.99160575e+14   -0.542282554   1.18658781   0.447274147   0   349.74001   0   527.484685   0.0222575735   0.414119875   1112.14645
5.386   7.86380965e+34   0.287237235   7.98820355e+14   -0.542343731   1.18694729   0.447102562   0   349.823662   0   527.574644   0.0222493635   0.413962925   1112.0209
5.391   7.85481706e+34   0.287969975   7.98479827e+14   -0.542404963   1.18730713   0.446930803   0   349.90744   0   527.664724   0.0222411451   0.413805814   1111.89527
5.396   7.8458219e+34   0.288703761   7.9813899e+14   -0.542466251   1.18766733   0.446758869   0   349.991344   0   527.754927   0.0222329184   0.413648543   1111.76955
5.401   7.83682419e+34   0.289438593   7.97797843e+14   -0.542527593   1.18802788   0.446586759   0   350.075374   0   527.845252   0.0222246834   0.41349111   1111.64375
5.406   7.82782393e+34   0.290174471   7.97456386e+14   -0.54258899   1.18838879   0.446414474   0   350.159531   0   527.935701   0.0222164399   0.413333515   1111.51786
5.411   7.81882115e+34   0.290911394   7.97114617e+14   -0.542650442   1.18875006   0.446242011   0   350.243814   0   528.026272   0.0222081881   0.413175759   1111.39189
5.416   7.80981585e+34   0.291649364   7.96772535e+14   -0.542711949   1.18911169   0.446069372   0   350.328225   0   528.116968   0.0221999278   0.41301784   1111.26583
5.421   7.80080806e+34   0.292388378   7.96430141e+14   -0.542773511   1.18947368   0.445896555   0   350.412764   0   528.207787   0.022191659   0.412859757   1111.13969
5.426   7.79179779e+34   0.293128438   7.96087432e+14   -0.542835128   1.18983603   0.44572356   0   350.49743   0   528.298731   0.0221833818   0.412701512   1111.01346
5.431   7.78278505e+34   0.293869543   7.95744409e+14   -0.542896799   1.19019873   0.445550386   0   350.582226   0   528.389799   0.0221750961   0.412543102   1110.88715
5.436   7.77376985e+34   0.294611692   7.95401069e+14   -0.542958526   1.19056179   0.445377033   0   350.66715   0   528.480993   0.0221668018   0.412384528   1110.76076
5.441   7.76475222e+34   0.295354886   7.95057413e+14   -0.543020307   1.19092521   0.445203501   0   350.752204   0   528.572313   0.022158499   0.412225789   1110.63429
5.446   7.75573216e+34   0.296099125   7.94713439e+14   -0.543082144   1.19128899   0.445029788   0   350.837387   0   528.663758   0.0221501876   0.412066885   1110.50773
5.451   7.7467097e+34   0.296844407   7.94369147e+14   -0.543144035   1.19165312   0.444855895   0   350.922701   0   528.75533   0.0221418675   0.411907815   1110.38108
5.456   7.73768484e+34   0.297590733   7.94024535e+14   -0.543205981   1.19201762   0.444681821   0   351.008145   0   528.847029   0.0221335389   0.411748579   1110.25436
5.461   7.72865761e+34   0.298338103   7.93679603e+14   -0.543267982   1.19238246   0.444507565   0   351.093721   0   528.938855   0.0221252016   0.411589176   1110.12755
5.466   7.71962801e+34   0.299086516   7.9333435e+14   -0.543330038   1.19274767   0.444333127   0   351.179427   0   529.030808   0.0221168556   0.411429606   1110.00065
5.471   7.71059606e+34   0.299835972   7.92988775e+14   -0.543392149   1.19311324   0.444158507   0   351.265266   0   529.12289   0.022108501   0.411269869   1109.87368
5.476   7.70156178e+34   0.300586471   7.92642877e+14   -0.543454314   1.19347916   0.443983703   0   351.351236   0   529.2151   0.0221001376   0.411109964   1109.74662
5.481   7.69252518e+34   0.301338013   7.92296655e+14   -0.543516534   1.19384544   0.443808716   0   351.43734   0   529.307438   0.0220917654   0.41094989   1109.61948
5.486   7.68348628e+34   0.302090597   7.91950109e+14   -0.543578809   1.19421207   0.443633544   0   351.523576   0   529.399906   0.0220833845   0.410789647   1109.49225
5.491   7.67444509e+34   0.302844224   7.91603236e+14   -0.543641139   1.19457906   0.443458188   0   351.609946   0   529.492503   0.0220749948   0.410629235   1109.36494
5.496   7.66540162e+34   0.303598892   7.91256038e+14   -0.543703524   1.19494641   0.443282647   0   351.696449   0   529.58523   0.0220665963   0.410468654   1109.23755
5.501   7.65635589e+34   0.304354601   7.90908512e+14   -0.543765963   1.19531412   0.44310692   0   351.783087   0   529.678087   0.0220581889   0.410307902   1109.11008
5.506   7.64730792e+34   0.305111353   7.90560658e+14   -0.543828457   1.19568218   0.442931007   0   351.86986   0   529.771075   0.0220497727   0.410146979   1108.98253
5.511   7.63825772e+34   0.305869145   7.90212475e+14   -0.543891005   1.1960506   0.442754907   0   351.956767   0   529.864194   0.0220413475   0.409985885   1108.85489
5.516   7.62920531e+34   0.306627978   7.89863962e+14   -0.543953609   1.19641937   0.44257862   0   352.04381   0   529.957445   0.0220329135   0.409824619   1108.72717
5.521   7.62015069e+34   0.307387852   7.89515119e+14   -0.544016267   1.1967885   0.442402146   0   352.130989   0   530.050827   0.0220244705   0.409663182   1108.59937
5.526   7.6110939e+34   0.308148766   7.89165943e+14   -0.54407898   1.19715799   0.442225483   0   352.218305   0   530.144342   0.0220160185   0.409501572   1108.47149
5.531   7.60203493e+34   0.30891072   7.88816435e+14   -0.544141747   1.19752783   0.442048632   0   352.305757   0   530.23799   0.0220075575   0.409339789   1108.34352
5.536   7.5929738e+34   0.309673714   7.88466593e+14   -0.544204569   1.19789803   0.441871591   0   352.393346   0   530.33177   0.0219990875   0.409177832   1108.21548
5.541   7.58391054e+34   0.310437748   7.88116417e+14   -0.544267446   1.19826858   0.44169436   0   352.481073   0   530.425685   0.0219906085   0.409015702   1108.08735
5.546   7.57484515e+34   0.31120282   7.87765906e+14   -0.544330377   1.19863949   0.44151694   0   352.568938   0   530.519733   0.0219821204   0.408853397   1107.95914
5.551   7.56577765e+34   0.311968932   7.87415059e+14   -0.544393363   1.19901076   0.441339328   0   352.656941   0   530.613915   0.0219736232   0.408690917   1107.83085
5.556   7.55670805e+34   0.312736082   7.87063875e+14   -0.544456403   1.19938238   0.441161525   0   352.745084   0   530.708232   0.0219651169   0.408528262   1107.70248
5.561   7.54763638e+34   0.313504271   7.86712352e+14   -0.544519498   1.19975436   0.440983531   0   352.833365   0   530.802685   0.0219566015   0.408365432   1107.57403
5.566   7.53856264e+34   0.314273498   7.86360492e+14   -0.544582648   1.20012669   0.440805344   0   352.921786   0   530.897272   0.0219480769   0.408202425   1107.44549
5.571   7.52948685e+34   0.315043762   7.86008291e+14   -0.544645852   1.20049937   0.440626964   0   353.010348   0   530.991996   0.0219395431   0.408039242   1107.31688
5.576   7.52040902e+34   0.315815064   7.8565575e+14   -0.544709111   1.20087242   0.440448391   0   353.09905   0   531.086856   0.0219310001   0.407875881   1107.18819
5.581   7.51132918e+34   0.316587403   7.85302867e+14   -0.544772424   1.20124581   0.440269625   0   353.187893   0   531.181853   0.0219224479   0.407712344   1107.05941
5.586   7.50224733e+34   0.317360779   7.84949643e+14   -0.544835792   1.20161956   0.440090664   0   353.276877   0   531.276987   0.0219138864   0.407548628   1106.93055
5.591   7.49316349e+34   0.318135191   7.84596075e+14   -0.544899214   1.20199367   0.439911508   0   353.366004   0   531.372259   0.0219053156   0.407384733   1106.80162
5.596   7.48407768e+34   0.318910639   7.84242163e+14   -0.54496269   1.20236813   0.439732156   0   353.455272   0   531.467668   0.0218967355   0.40722066   1106.6726
5.601   7.47498991e+34   0.319687123   7.83887906e+14   -0.545026222   1.20274294   0.439552609   0   353.544684   0   531.563216   0.0218881461   0.407056407   1106.5435
5.606   7.46590019e+34   0.320464643   7.83533303e+14   -0.545089807   1.20311811   0.439372866   0   353.634238   0   531.658903   0.0218795473   0.406891975   1106.41433
5.611   7.45680854e+34   0.321243198   7.83178354e+14   -0.545153447   1.20349363   0.439192925   0   353.723936   0   531.754729   0.0218709391   0.406727362   1106.28507
5.616   7.44771498e+34   0.322022787   7.82823058e+14   -0.545217142   1.20386951   0.439012788   0   353.813779   0   531.850694   0.0218623215   0.406562569   1106.15573
5.621   7.43861952e+34   0.322803411   7.82467412e+14   -0.545280891   1.20424574   0.438832452   0   353.903765   0   531.9468   0.0218536945   0.406397594   1106.02631
5.626   7.42952218e+34   0.32358507   7.82111418e+14   -0.545344694   1.20462232   0.438651918   0   353.993897   0   532.043046   0.021845058   0.406232438   1105.89682
5.631   7.42042297e+34   0.324367762   7.81755073e+14   -0.545408552   1.20499926   0.438471185   0   354.084174   0   532.139433   0.0218364121   0.4060671   1105.76724
5.636   7.4113219e+34   0.325151487   7.81398378e+14   -0.545472464   1.20537655   0.438290252   0   354.174596   0   532.235961   0.0218277566   0.405901579   1105.63759
